Double_Up,No_Up,Single_Up,Num_D,Num_N,Num_S
0.11770741057701424,0.025643434799529498,0.03470977670168934,1,1,1
0.1251449980369147,0.021129624716115313,0.034761393362594734,1,1,1
0.11037299389792962,0.02434974470119599,0.037347502081213436,1,1,1
0.11711366540854574,0.020614386005447412,0.03712749914150047,1,1,1
0.10528795835894653,0.019387475181132197,0.032779320554097297,1,1,1
0.11258994880709516,0.02343227084612808,0.03669058265814308,1,1,1
0.10947639648414932,0.02036973463799781,0.0342960690874033,1,1,1
0.1048844741286531,0.01991820084457113,0.039181694689927035,1,1,1
0.123820373810872,0.019326681678317303,0.03055463153707735,1,1,1
0.12285386955867324,0.018473526000424092,0.03850800358353039,1,1,1
0.12082696639465228,0.02371880202441915,0.035591024375682304,1,1,1
0.10949917056507008,0.018143759250871132,0.04051210856652836,1,1,1
0.12042895150938245,0.019695803369880895,0.03553973208533005,1,1,1
0.11024399421225214,0.01876423324092295,0.03777157244076891,1,1,1
0.11404009458140354,0.019158284072262055,0.03514710101062897,1,1,1
0.11845238845438148,0.02132203563385258,0.04064449013860348,1,1,1
0.11690168005061831,0.01765953090055936,0.030579337681370236,1,1,1
0.1145577966096373,0.018924341443629644,0.04247161825510045,1,1,1
0.1305564126165181,0.020650258669555867,0.04090498098628546,1,1,1
0.13186268918532615,0.024036433884442238,0.027604771323314386,1,1,1
0.11167187010059942,0.021138009948870648,0.034678047736787065,1,1,1
0.1052848014682333,0.019419779072100317,0.03232260255590111,1,1,1
0.11533924276249223,0.017041039474872868,0.033628004773580286,1,1,1
0.10233009162765883,0.0199611190062011,0.040427077383154736,1,1,1
0.10697650999302671,0.018314374094158196,0.035501753365979806,1,1,1
0.11112765104800984,0.02470761403055744,0.02968878055974382,1,1,1
0.11743543204718171,0.01830888018736409,0.033545391719328244,1,1,1
0.10230950912685094,0.019527338999027803,0.03237937086952006,1,1,1
0.11974040710919129,0.021252189490214665,0.033287888152574656,1,1,1
0.11676423233546551,0.017985134381225832,0.033873077086508024,1,1,1
0.12065386450520779,0.018111100834547575,0.03321982386009162,1,1,1
0.11387007663445514,0.020589958751706446,0.03557045019230891,1,1,1
0.11259813195923227,0.01568549525616064,0.03427671688968497,1,1,1
0.11642280371402856,0.017867809530653332,0.029333603340596377,1,1,1
0.12404672601989919,0.016687531780798754,0.03330830482623275,1,1,1
0.10142898537140219,0.02170921093823388,0.03428199031198669,1,1,1
0.10661074443390313,0.020408185284443235,0.03601144873093472,1,1,1
0.1142456704222884,0.021842543414920743,0.03500191692460012,1,1,1
0.11595485020155423,0.01931512693674853,0.0415084219076326,1,1,1
0.12330874960527285,0.02259784453429697,0.032651770927151755,1,1,1
0.11333712757376838,0.022439249817252704,0.039643611797531814,1,1,1
